Region,Region_full,Industry,RetailerName,Adress Search (Concat),GoogleSheets Latitude,GoogleSheets Longitude,OpenStreetMapResult
Canterbury,Canterbury Region,Book & Stationery Retailing,Paper Tree,"Paper Tree, Canterbury, New Zealand",-43.7542275,171.1637245,"Rangitata Gorge Road, Timaru District, Canterbury, New Zealand"
Canterbury,Canterbury Region,Book & Stationery Retailing,Beckenham Lotto & News Agency,"Beckenham Lotto & News Agency, Canterbury, New Zealand",-43.5567763,172.6367164,"Becks Southern Alehouse, Strickland Street, Spreydon-Cashmere Community, Christchurch City, Canterbury, 8023, New Zealand"
Canterbury,Canterbury Region,Book & Stationery Retailing,Paper Plus Ashburton,"Paper Plus Ashburton, Canterbury, New Zealand",-43.905653,171.746251,"200, East Street, Netherby, Ashburton, Ashburton District, Canterbury, 7700, New Zealand"
Canterbury,Canterbury Region,Book & Stationery Retailing,Whitcoulls Northlands,"Whitcoulls Northlands, Canterbury, New Zealand",-43.492135,172.610546,"Northlands Mall, 55, Main North Road, Papanui, Christchurch, Christchurch City, Canterbury, 8052, New Zealand"
Canterbury,Canterbury Region,Book & Stationery Retailing,Whitcoulls Riccarton,"Whitcoulls Riccarton, Canterbury, New Zealand",-43.5300314,172.5983673,"Westfield Riccarton, 129, Riccarton Road, Riccarton, Christchurch, Christchurch City, Canterbury, 8041, New Zealand"
Canterbury,Canterbury Region,Book & Stationery Retailing,Relay Christchurch Airport,"Relay Christchurch Airport, Canterbury, New Zealand",-43.4887833,172.5385045,"Christchurch International Airport, Memorial Avenue, Harewood, Fendalton-Waimari-Harewood Community, Christchurch City, Canterbury, 8053, New Zealand"
Canterbury,Canterbury Region,Book & Stationery Retailing,Paper Plus New Brighton,"Paper Plus New Brighton, Canterbury, New Zealand",-43.5073526,172.7287105,"72, Brighton Mall, New Brighton, Coastal-Burwood Community, Christchurch City, Canterbury, 8061, New Zealand"
Canterbury,Canterbury Region,Book & Stationery Retailing,New Brighton Lotto & Discounter,"New Brighton Lotto & Discounter, Canterbury, New Zealand",-43.508095,172.72651,"105, Seaview Road, New Brighton, Coastal-Burwood Community, Christchurch City, Canterbury, 8061, New Zealand"
Canterbury,Canterbury Region,Book & Stationery Retailing,Whitcoulls Timaru,"Whitcoulls Timaru, Canterbury, New Zealand",-44.3943395,171.2515955,"271, Stafford Street, Seaview, Timaru, Timaru District, Canterbury, 7910, New Zealand"
Canterbury,Canterbury Region,Book & Stationery Retailing,Paper Plus Bush Inn,"Paper Plus Bush Inn, Canterbury, New Zealand",-43.5425593,172.5237086,"The Hub Hornby, 418, Main South Road, Hornby, Halswell-Hornby-Riccarton Community, Christchurch City, Canterbury, 8004, New Zealand"
Canterbury,Canterbury Region,Book & Stationery Retailing,Kiwi Bookshop,"Kiwi Bookshop, Canterbury, New Zealand",-43.5135815,172.6378257,"Kiwi Bookshop, Edgeware Road, Saint Albans, Christchurch, Christchurch City, Canterbury, 8013, New Zealand"
Canterbury,Canterbury Region,Book & Stationery Retailing,The Page and Post Booksellers,"The Page and Post Booksellers, Canterbury, New Zealand",-44.0913069,171.2435475,"26, Talbot Street, Geraldine, Timaru District, Canterbury, 7930, New Zealand"
Canterbury,Canterbury Region,Book & Stationery Retailing,Paper Plus South City,"Paper Plus South City, Canterbury, New Zealand",-43.5385351,172.6348069,"South City Shopping Centre, 555, Colombo Street, Central City, Christchurch, Christchurch City, Canterbury, 8014, New Zealand"
Canterbury,Canterbury Region,Book & Stationery Retailing,Village Post Temuka,"Village Post Temuka, Canterbury, New Zealand",-44.2444223,171.2774221,"99, King Street, Andrewville, Temuka, Timaru District, Canterbury, 7920, New Zealand"
Canterbury,Canterbury Region,Book & Stationery Retailing,Paper Plus Eastgate,"Paper Plus Eastgate, Canterbury, New Zealand",-43.5328242,172.6749538,"Eastgate Shopping Centre, 6, Buckleys Road, North Linwood, Linwood-Central-Heathcote Community, Christchurch City, Canterbury, 8062, New Zealand"
Canterbury,Canterbury Region,Convenience Chain Stores,Darfield Four Square,"Darfield Four Square, Canterbury, New Zealand",-43.4892525,172.1083748,"4 Square, South Terrace, Darfield, Selwyn District, Canterbury, 7510, New Zealand"
Canterbury,Canterbury Region,Convenience Chain Stores,On the Spot General Store Cashmere,"On the Spot General Store Cashmere, Canterbury, New Zealand",-43.5670563,172.6467356,"On The Spot Cashmere, Centaurus Road, Saint Martins, Spreydon-Cashmere Community, Christchurch City, Canterbury, 8022, New Zealand"
Canterbury,Canterbury Region,Convenience Chain Stores,Weston Four Square,"Weston Four Square, Canterbury, New Zealand",-43.523175,172.3703508,"2/736, Weedons Ross Road, West Melton, Selwyn District, Canterbury, 7675, New Zealand"
Canterbury,Canterbury Region,Convenience Chain Stores,Palmerston Four Square,"Palmerston Four Square, Canterbury, New Zealand",-45.4841965,170.7144111,"59, Tiverton Street, Palmerston, Waitaki District, Otago, 9430, New Zealand"
Canterbury,Canterbury Region,Convenience Chain Stores,Longhurst On the Spot,"Longhurst On the Spot, Canterbury, New Zealand",-43.7542275,171.1637245,"Rangitata Gorge Road, Timaru District, Canterbury, New Zealand"
Canterbury,Canterbury Region,Convenience Chain Stores,Fairlie Four Square,"Fairlie Four Square, Canterbury, New Zealand",-44.098118,170.829452,"82, Main Street, Fairlie, Mackenzie District, Canterbury, 7925, New Zealand"
Canterbury,Canterbury Region,Convenience Chain Stores,On the Spot Waiau,"On the Spot Waiau, Canterbury, New Zealand",-42.6554834,173.0395134,"5, Lyndon Street, Waiau, Hurunui District, Canterbury, 7332, New Zealand"
Canterbury,Canterbury Region,Convenience Chain Stores,Tekapo Four Square,"Tekapo Four Square, Canterbury, New Zealand",-44.0026889,170.4758931,"Four Square, Rapuwai Lane, Lake Tekapo, Mackenzie District, Canterbury, New Zealand"
Canterbury,Canterbury Region,Convenience Chain Stores,Mandeville Village Supervalue,"Mandeville Village Supervalue, Canterbury, New Zealand",-43.3803826,172.5359155,"Sweetpea, Tram Road, Mandeville North, Waimakariri District, Canterbury, 7692, New Zealand"
Canterbury,Canterbury Region,Convenience Chain Stores,Netherby Four Square,"Netherby Four Square, Canterbury, New Zealand",-43.9032299,171.7631198,"1, Albert Street, Netherby, Ashburton, Ashburton District, Canterbury, 7777, New Zealand"
Canterbury,Canterbury Region,Convenience Chain Stores,Culverden Four Square,"Culverden Four Square, Canterbury, New Zealand",-42.7741799,172.8483626,"Culverden Four Square, 28, Mountainview Road, Culverden, Hurunui District, Canterbury, 7392, New Zealand"
Canterbury,Canterbury Region,Convenience Chain Stores,West Melton Four Square,"West Melton Four Square, Canterbury, New Zealand",-43.523175,172.3703508,"2/736, Weedons Ross Road, West Melton, Selwyn District, Canterbury, 7675, New Zealand"
Canterbury,Canterbury Region,Convenience Chain Stores,Hanmer Four Square,"Hanmer Four Square, Canterbury, New Zealand",-42.521367,172.829444,"Four Square, 12, Conical Hill Road, Hanmer Springs, Hurunui District, Canterbury, 7334, New Zealand"
Canterbury,Canterbury Region,Convenience Chain Stores,Redcliffs Four Square,"Redcliffs Four Square, Canterbury, New Zealand",-43.5624049,172.7390413,"New World, Augusta Street, Redcliffs, Linwood-Central-Heathcote Community, Christchurch City, Canterbury, 8081, New Zealand"
Canterbury,Canterbury Region,Convenience Chain Stores,Supervalue Sumner,"Supervalue Sumner, Canterbury, New Zealand",-43.569448,172.759985,"Sumner Supervalue, Nayland Street, Sumner, Linwood-Central-Heathcote Community, Christchurch City, Canterbury, 8081, New Zealand"
Canterbury,Canterbury Region,Convenience Chain Stores,Akaroa Four Square,"Akaroa Four Square, Canterbury, New Zealand",-43.804961,172.967142,"Four Square, Rue Lavaud, Akaroa, Banks Peninsula Community, Christchurch City, Canterbury, 7520, New Zealand"
Canterbury,Canterbury Region,Convenience Chain Stores,Lyttelton Supervalue,"Lyttelton Supervalue, Canterbury, New Zealand",-43.6028248,172.7216115,"SuperValue, London Street, Lyttelton, Banks Peninsula Community, Christchurch City, Canterbury, 8082, New Zealand"
Canterbury,Canterbury Region,Convenience Chain Stores,Omarama Four Square,"Omarama Four Square, Canterbury, New Zealand",-44.488303,169.966056,"Four Square Oamara, Chain Hills Highway, Omarama, Waitaki District, Canterbury, New Zealand"
Canterbury,Canterbury Region,Convenience Chain Stores,MacKenzie Four Square,"MacKenzie Four Square, Canterbury, New Zealand",-44.2567813,170.0999238,"Four Square Mackenzie, 20, Market Place, Twizel, Mackenzie District, Canterbury, 7901, New Zealand"
Canterbury,Canterbury Region,Convenience Chain Stores,Methven Supervalue,"Methven Supervalue, Canterbury, New Zealand",-43.6333499,171.6457705,"30, McMillan Street, Methven, Ashburton District, Canterbury, 7730, New Zealand"
Canterbury,Canterbury Region,Convenience Chain Stores,Fendalton Village Supervalue Plus,"Fendalton Village Supervalue Plus, Canterbury, New Zealand",-43.5094632,172.5901744,"SuperValue, Fendalton Village Service Road, Bryndwr, Christchurch, Christchurch City, Canterbury, 8053, New Zealand"
Canterbury,Canterbury Region,Convenience Chain Stores,Hampden Four Square,"Hampden Four Square, Canterbury, New Zealand",-45.3237577,170.8172404,"Four Square, London Street, Hampden, Waitaki District, Otago, 9410, New Zealand"
Canterbury,Canterbury Region,Convenience Chain Stores,Tinwald Supervalue,"Tinwald Supervalue, Canterbury, New Zealand",-43.9201993,171.7203482,"115, Archibald Street, Tinwald, Ashburton, Ashburton District, Canterbury, 7700, New Zealand"
Canterbury,Canterbury Region,Convenience Chain Stores,Methven Four Square,"Methven Four Square, Canterbury, New Zealand",-43.6328053,171.6452518,"Four Square, McMillan Street, Methven, Ashburton District, Canterbury, 7730, New Zealand"
Canterbury,Canterbury Region,General Retail,Action Sports (NZ) Ltd,"Action Sports (NZ) Ltd, Canterbury, New Zealand",-44.3960305,171.253022,"208, Stafford Street, Seaview, Timaru, Timaru District, Canterbury, 7910, New Zealand"
Canterbury,Canterbury Region,General Retail,Gift And Lotto Shop,"Gift And Lotto Shop, Canterbury, New Zealand",-43.3034798,172.5959332,"77, High Street, Southbrook, Waimakariri District, Canterbury, 7400, New Zealand"
Canterbury,Canterbury Region,General Retail,Lotto 'N' Things,"Lotto 'N' Things, Canterbury, New Zealand",-43.7542275,171.1637245,"Rangitata Gorge Road, Timaru District, Canterbury, New Zealand"
Canterbury,Canterbury Region,General Retail,Cheviot Hardware,"Cheviot Hardware, Canterbury, New Zealand",-42.8125714,173.2743368,"28, Hall Street, Cheviot, Hurunui District, Canterbury, 7310, New Zealand"
Canterbury,Canterbury Region,General Retail,Couplands Linwood,"Couplands Linwood, Canterbury, New Zealand",-43.5422428,172.6653164,"Harvest Market, Aldwins Road, Linwood, Linwood-Central-Heathcote Community, Christchurch City, Canterbury, 8240, New Zealand"
Canterbury,Canterbury Region,General Retail,Couplands Carmen Road,"Couplands Carmen Road, Canterbury, New Zealand",-43.5321024,172.533021,"119, Buchanans Road, Hei Hei, Halswell-Hornby-Riccarton Community, Christchurch City, Canterbury, 8042, New Zealand"
Canterbury,Canterbury Region,General Retail,The Market Store,"The Market Store, Canterbury, New Zealand",-43.7542275,171.1637245,"Rangitata Gorge Road, Timaru District, Canterbury, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,Richmond Dairy,"Richmond Dairy, Canterbury, New Zealand",-43.5182037,172.6561908,"Richmond Dairy, Stanmore Road, Richmond, Christchurch, Christchurch City, Canterbury, 8013, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,Burnside Dairy,"Burnside Dairy, Canterbury, New Zealand",-43.5007259,172.5640955,"176, Kendal Avenue, Burnside, Christchurch, Christchurch City, Canterbury, 8053, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,Bronskis More Than a Dairy,"Bronskis More Than a Dairy, Canterbury, New Zealand",-43.5399286,172.657777,"On the spot, Ferry Road, Waltham, Linwood-Central-Heathcote Community, Christchurch City, Canterbury, 8240, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,JB's Discounter,"JB's Discounter, Canterbury, New Zealand",-43.5141457,172.6518314,"90, Hills Road, Edgeware, Christchurch, Christchurch City, Canterbury, 8013, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,C Junction Convenience,"C Junction Convenience, Canterbury, New Zealand",-43.5296655,172.6387967,"4, New Regent Street, New Regent Street Precinct, Central City, Christchurch, Christchurch City, Canterbury, 8011, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,Cosy Nook Dairy,"Cosy Nook Dairy, Canterbury, New Zealand",-43.4453606,172.6324132,"806, Main North Road, Belfast, Papanui-Innes Community, Christchurch City, Canterbury, 8051, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,Wainoni Foodmarket,"Wainoni Foodmarket, Canterbury, New Zealand",-43.5070649,172.7002089,"279, Wainoni Road, Wainoni, Coastal-Burwood Community, Christchurch City, Canterbury, 8061, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,Nottingham Convenience Store,"Nottingham Convenience Store, Canterbury, New Zealand",-43.5754944,172.5603817,"Nottingham shops, Nottingham Avenue, Halswell-Hornby-Riccarton Community, Christchurch City, Canterbury, 8025, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,Wairakei Stop n Shop,"Wairakei Stop n Shop, Canterbury, New Zealand",-43.4900579,172.5691719,"501, Wairakei Road, Burnside, Fendalton-Waimari-Harewood Community, Christchurch City, Canterbury, 8053, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,Timaru Discounter,"Timaru Discounter, Canterbury, New Zealand",-44.3903178,171.2372789,"5, Selwyn Street, Waimataitai, Timaru, Timaru District, Canterbury, 7910, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,Oaks Village Foodmart,"Oaks Village Foodmart, Canterbury, New Zealand",-43.5744651,172.5676522,"Domino's, Ensign Street, Oaklands, Halswell-Hornby-Riccarton Community, Christchurch City, Canterbury, 8025, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,Faringdon Convenience Store,"Faringdon Convenience Store, Canterbury, New Zealand",-43.6169558,172.3891786,"Faringdon Convenience Store, 57, Faringdon Boulevard, Faringdon, Rolleston, Selwyn District, Canterbury, 7615, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,One Shop,"One Shop, Canterbury, New Zealand",-43.7542275,171.1637245,"Rangitata Gorge Road, Timaru District, Canterbury, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,Wairakei Convenience Store,"Wairakei Convenience Store, Canterbury, New Zealand",-43.5034032,172.5939421,"198, Wairakei Road, Bryndwr, Christchurch, Christchurch City, Canterbury, 8053, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,Yash Dairy,"Yash Dairy, Canterbury, New Zealand",-43.7542275,171.1637245,"Rangitata Gorge Road, Timaru District, Canterbury, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,Redcliffs Convenience Store,"Redcliffs Convenience Store, Canterbury, New Zealand",-43.5615445,172.7385803,"Redcliffs Dairy, Beachville Road, Redcliffs, Linwood-Central-Heathcote Community, Christchurch City, Canterbury, 8081, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,Hills Road Dairy,"Hills Road Dairy, Canterbury, New Zealand",-43.5131569,172.6514645,"113, Hills Road, Edgeware, Christchurch, Christchurch City, Canterbury, 8013, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,Caroline Dairy,"Caroline Dairy, Canterbury, New Zealand",-43.7542275,171.1637245,"Rangitata Gorge Road, Timaru District, Canterbury, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,Park Night N Day,"Park Night N Day, Canterbury, New Zealand",-43.3845676,172.6561152,"97, Williams Street, Wilsons Siding, Kaiapoi, Waimakariri District, Canterbury, 7630, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,Woodend Store,"Woodend Store, Canterbury, New Zealand",-43.3232171,172.6655101,"53, Main North Road, Tuahiwi, Woodend, Waimakariri District, Canterbury, 7610, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,Templeton Convenience Store,"Templeton Convenience Store, Canterbury, New Zealand",-43.5503901,172.4871572,"733C, Main South Road, Templeton, Halswell-Hornby-Riccarton Community, Christchurch City, Canterbury, 7676, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,Laxmi Foodstore,"Laxmi Foodstore, Canterbury, New Zealand",-43.51773,172.7006999,"317, Pages Road, Wainoni, Coastal-Burwood Community, Christchurch City, Canterbury, 8061, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,QEII Foodmarket,"QEII Foodmarket, Canterbury, New Zealand",-43.4949637,172.7106847,"201, Bower Avenue, North New Brighton, Coastal-Burwood Community, Christchurch City, Canterbury, 8083, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,Bus Stop Dairy,"Bus Stop Dairy, Canterbury, New Zealand",-43.558703,172.6725556,"254, Opawa Road, Hillsborough, Linwood-Central-Heathcote Community, Christchurch City, Canterbury, 8240, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,Halswell Dairy,"Halswell Dairy, Canterbury, New Zealand",-43.5479321,172.5100883,"719, Halswell Junction Road, Hornby South, Halswell-Hornby-Riccarton Community, Christchurch City, Canterbury, 7676, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,Pleasant Point Dairy,"Pleasant Point Dairy, Canterbury, New Zealand",-44.2607412,171.1312839,"On the Spot Dairy, 75, Pleasant Point Highway, Pleasant Point, Timaru District, Canterbury, 7903, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,Burwood Food Market,"Burwood Food Market, Canterbury, New Zealand",-43.4825831,172.6809771,"Burwood Foodmarket, Burwood Road, Burwood, Coastal-Burwood Community, Christchurch City, Canterbury, 8083, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,Woodham Foodmarket,"Woodham Foodmarket, Canterbury, New Zealand",-43.5252511,172.6757498,"Woodham Foodmarket, Woodham Road, North Linwood, Linwood-Central-Heathcote Community, Christchurch City, Canterbury, 8061, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,Elmwood Mini Market,"Elmwood Mini Market, Canterbury, New Zealand",-43.5100827,172.6074923,"10, Normans Road, Strowan, Christchurch, Christchurch City, Canterbury, 8052, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,Bridge Street Dairy,"Bridge Street Dairy, Canterbury, New Zealand",-43.5231183,172.7324359,"86, Estuary Road, South New Brighton, Coastal-Burwood Community, Christchurch City, Canterbury, 8062, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,MetroMart Redwood,"MetroMart Redwood, Canterbury, New Zealand",-43.5318957,172.6353647,"Ibis Hotel Christchurch, 107, Hereford Street, Central City, Christchurch, Christchurch City, Canterbury, 8011, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,Naresh Foodstore,"Naresh Foodstore, Canterbury, New Zealand",-43.5302891,172.5916214,"1, Puriri Street, Riccarton, Christchurch, Christchurch City, Canterbury, 8041, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,Patel's Dairy and Foodmarket,"Patel's Dairy and Foodmarket, Canterbury, New Zealand",-43.545231,172.6470888,"Patels Dairy, Waltham Road, Waltham, Christchurch, Christchurch City, Canterbury, 8240, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,Addington Price Cutter & Lotto,"Addington Price Cutter & Lotto, Canterbury, New Zealand",-43.544135,172.6110841,"Addington Mall, Lincoln Road, Addington, Christchurch, Christchurch City, Canterbury, 8149, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,Allenton Foodmarket,"Allenton Foodmarket, Canterbury, New Zealand",-43.8697325,171.7416125,"299, Racecourse Road, Allenton, Ashburton, Ashburton District, Canterbury, ASHBURTON 7700, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,Barbadoes Food Store,"Barbadoes Food Store, Canterbury, New Zealand",13.0658507,-59.5656247,"The Dover Market, Dover Road, Dover, Graeme Hall, Maxwell, Christ Church, BB15 026, Barbados"
Canterbury,Canterbury Region,Groceries & Dairies,Bower Ave Food Market,"Bower Ave Food Market, Canterbury, New Zealand",-43.4863137,172.7117796,"Waimairi Beach, Coastal-Burwood Community, Christchurch City, Canterbury, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,Hinds Convenience & Lotto,"Hinds Convenience & Lotto, Canterbury, New Zealand",-44.003197,171.5687161,"127, Peters Street, Hinds, Ashburton District, Canterbury, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,Avonlea Dairy,"Avonlea Dairy, Canterbury, New Zealand",-43.7542275,171.1637245,"Rangitata Gorge Road, Timaru District, Canterbury, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,Islington Superette,"Islington Superette, Canterbury, New Zealand",-43.5407103,172.5139985,"310D, Waterloo Road, Islington, Halswell-Hornby-Riccarton Community, Christchurch City, Canterbury, 8042, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,London Street Dairy,"London Street Dairy, Canterbury, New Zealand",-43.6024175,172.7211373,"34A, London Street, Lyttelton, Banks Peninsula Community, Christchurch City, Canterbury, 8082, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,Lincoln Convenience Store,"Lincoln Convenience Store, Canterbury, New Zealand",-43.6404672,172.4838911,"Dairy store, Gerald Street, Greenpark, Lincoln, Selwyn District, Canterbury, 7608, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,Cutts Mini Mart,"Cutts Mini Mart, Canterbury, New Zealand",-43.522539,172.5422573,"Cutts Mini Mart, 1A, Cutts Road, Russley, Halswell-Hornby-Riccarton Community, Christchurch City, Canterbury, 8042, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,Morgans Road Foodmarket,"Morgans Road Foodmarket, Canterbury, New Zealand",-44.3853545,171.2102898,"55, Morgans Road, Glenwood, Timaru, Timaru District, Canterbury, 7910, New Zealand"
Canterbury,Canterbury Region,Groceries & Dairies,Bewdley Minimart,"Bewdley Minimart, Canterbury, New Zealand",-43.5520078,172.612388,"47, Bewdley Street, Spreydon, Spreydon-Cashmere Community, Christchurch City, Canterbury, 8024, New Zealand"
Canterbury,Canterbury Region,Supermarkets,Countdown Ashburton South,"Countdown Ashburton South, Canterbury, New Zealand",-43.9086414,171.7418561,"2, East Street, Hampstead, Ashburton, Ashburton District, Canterbury, 7700, New Zealand"
Canterbury,Canterbury Region,Supermarkets,Waimate New World,"Waimate New World, Canterbury, New Zealand",-44.7336938,171.0471527,"95, Queen Street, Waimate, Waimate District, Canterbury, 7924, New Zealand"
Canterbury,Canterbury Region,Supermarkets,Kaiapoi New World,"Kaiapoi New World, Canterbury, New Zealand",-43.3822917,172.6599716,"New World, 52, Charles Street, Wilsons Siding, Kaiapoi, Waimakariri District, Canterbury, 7630, New Zealand"
Canterbury,Canterbury Region,Supermarkets,Countdown The Palms,"Countdown The Palms, Canterbury, New Zealand",-43.5052942,172.6649538,"The Palms Mall, Marshland Road, Shirley, Christchurch, Christchurch City, Canterbury, 8640, New Zealand"
Canterbury,Canterbury Region,Supermarkets,Fresh Choice City Market,"Fresh Choice City Market, Canterbury, New Zealand",-43.5340831,172.6377777,"The Crossing Carpark, 71, Lichfield Street, Central City, Christchurch, Christchurch City, Canterbury, 8011, New Zealand"
Canterbury,Canterbury Region,Supermarkets,Northlands Pak N Save,"Northlands Pak N Save, Canterbury, New Zealand",-43.492747,172.609006,"Pak'nSave, Main North Road, Papanui, Christchurch, Christchurch City, Canterbury, 8052, New Zealand"
Canterbury,Canterbury Region,Supermarkets,Timaru New World,"Timaru New World, Canterbury, New Zealand",-44.39013,171.226479,"New World, Sealy Street, Highfield, Timaru, Timaru District, Canterbury, 7910, New Zealand"
Canterbury,Canterbury Region,Supermarkets,Wigram New World,"Wigram New World, Canterbury, New Zealand",-43.5525,172.5575,"61, Skyhawk Road, Wigram, Halswell-Hornby-Riccarton Community, Christchurch City, Canterbury, 8042, New Zealand"
Canterbury,Canterbury Region,Supermarkets,Countdown Christchurch Airport,"Countdown Christchurch Airport, Canterbury, New Zealand",-43.4900697,172.547657,"Countdown, Hagglund Antarctic Ride, Harewood, Fendalton-Waimari-Harewood Community, Christchurch City, Canterbury, 8053, New Zealand"
Canterbury,Canterbury Region,Supermarkets,Pak N Save Rangiora,"Pak N Save Rangiora, Canterbury, New Zealand",-43.3251899,172.5994668,"Pakn'Save Fuel, Station Road, Southbrook, Rangiora, Waimakariri District, Canterbury, 7400, New Zealand"
Canterbury,Canterbury Region,Supermarkets,Countdown Ashburton,"Countdown Ashburton, Canterbury, New Zealand",-43.9021019,171.7523919,"Countdown, Peter Street, Hampstead, Ashburton, Ashburton District, Canterbury, 7700, New Zealand"
Canterbury,Canterbury Region,Supermarkets,Durham New World,"Durham New World, Canterbury, New Zealand",-43.5388614,172.633158,"New World, Wilmer Street, Central City, Christchurch, Christchurch City, Canterbury, 8011, New Zealand"
Canterbury,Canterbury Region,Supermarkets,Countdown Amberley,"Countdown Amberley, Canterbury, New Zealand",-43.156963,172.731745,"9, Amberley Beach Road, Amberley Beach, Hurunui District, Canterbury, 7410, New Zealand"
Canterbury,Canterbury Region,Supermarkets,Wainoni Pak N Save,"Wainoni Pak N Save, Canterbury, New Zealand",-43.5127736,172.6930187,"Pak'nSave, 174, Wainoni Road, Wainoni, Coastal-Burwood Community, Christchurch City, Canterbury, 8061, New Zealand"
Canterbury,Canterbury Region,Supermarkets,Lincoln New World,"Lincoln New World, Canterbury, New Zealand",-43.642302,172.473614,"New World Lincoln, Gerald Street, Lincoln, Selwyn District, Canterbury, 7608, New Zealand"
Canterbury,Canterbury Region,Supermarkets,Countdown Church Corner,"Countdown Church Corner, Canterbury, New Zealand",-43.5327664,172.5730408,"Countdown, 361, Riccarton Road, Upper Riccarton, Halswell-Hornby-Riccarton Community, Christchurch City, Canterbury, 8041, New Zealand"
Canterbury,Canterbury Region,Supermarkets,Fresh Choice Barrington,"Fresh Choice Barrington, Canterbury, New Zealand",-43.5557868,172.6207177,"Barrington Mall, 256, Barrington Street, Spreydon, Spreydon-Cashmere Community, Christchurch City, Canterbury, 8024, New Zealand"
Canterbury,Canterbury Region,Supermarkets,St Martins New World Supermarket,"St Martins New World Supermarket, Canterbury, New Zealand",-43.557939,172.654109,"St Martins Shops, Beckford Road, Saint Martins, Spreydon-Cashmere Community, Christchurch City, Canterbury, 8240, New Zealand"
Canterbury,Canterbury Region,Supermarkets,Rolleston New World,"Rolleston New World, Canterbury, New Zealand",-43.5968657,172.3825412,"New World Rolleston, 92, Rolleston Drive, Rolleston, Selwyn District, Canterbury, 7614, New Zealand"
Canterbury,Canterbury Region,Supermarkets,Pak N Save Riccarton,"Pak N Save Riccarton, Canterbury, New Zealand",-43.5311688,172.596311,"Westfield Riccarton, 129, Riccarton Road, Riccarton, Christchurch, Christchurch City, Canterbury, 8041, New Zealand"
Canterbury,Canterbury Region,Supermarkets,Countdown Northlands,"Countdown Northlands, Canterbury, New Zealand",-43.4919793,172.6118772,"Countdown, 85, Main North Road, Papanui, Christchurch, Christchurch City, Canterbury, 8052, New Zealand"
Canterbury,Canterbury Region,Supermarkets,Fresh Choice Merivale,"Fresh Choice Merivale, Canterbury, New Zealand",-43.5128377,172.621578,"Merivale Mall, 189, Papanui Road, Merivale, Christchurch, Christchurch City, Canterbury, 8146, New Zealand"
Canterbury,Canterbury Region,Supermarkets,Countdown Eastgate,"Countdown Eastgate, Canterbury, New Zealand",-43.5325955,172.6756547,"Eastgate Shopping Centre, 6, Buckleys Road, North Linwood, Linwood-Central-Heathcote Community, Christchurch City, Canterbury, 8062, New Zealand"
Canterbury,Canterbury Region,Supermarkets,Pak N Save Moorhouse,"Pak N Save Moorhouse, Canterbury, New Zealand",-43.5389602,172.6389381,"Pak'nSave Moorhouse Avenue, 297, Moorhouse Avenue, Central City, Christchurch, Christchurch City, Canterbury, 8011, New Zealand"
